source_ip,destination_ip,source_port,destination_port,protocol,packet_size,packet_count,flow_duration,tcp_flags,connection_frequency,connection_density,reputation_score,label,attack_category
192.168.1.95,203.0.113.5,58187,80,UDP,344,18,3.1611,,7.0,2.0,5,0,Normal
192.168.1.33,203.0.113.3,62558,443,TCP,434,30,1.2576,A,1.0,3.0,7,0,Normal
203.0.113.10,192.168.1.15,15144,80,TCP,3058,12,1.701,PA,5.0,1.0,19,1,SQL Injection
203.0.113.195,192.168.1.50,36491,80,TCP,105,4080,0.339,S,437.0,1.0,92,1,DDoS
192.168.1.48,203.0.113.28,21506,53,TCP,1065,3,8.3061,A,3.0,3.0,10,0,Normal
192.168.1.26,203.0.113.23,48777,80,TCP,510,14,1.0253,A,10.0,1.0,0,0,Normal
192.168.1.84,203.0.113.3,49587,22,TCP,871,10,1.286,A,3.0,1.0,2,0,Normal
192.168.1.51,203.0.113.45,61926,443,UDP,1031,25,2.3759,,3.0,4.0,15,0,Normal
192.0.2.89,192.168.1.183,11316,0,ICMP,32,2,0.0282,,31.0,21.0,59,1,Reconnaissance
192.168.1.65,203.0.113.31,12185,80,TCP,773,24,1.408,A,6.0,1.0,12,0,Normal
203.0.113.29,192.168.1.15,8603,80,TCP,2024,6,1.34,PA,2.0,1.0,26,1,SQL Injection
192.0.2.89,192.168.1.10,56839,7344,TCP,64,2,0.0314,S,291.0,64.0,74,1,Port Scan
192.168.1.60,203.0.113.33,25018,8080,TCP,503,23,3.5727,A,3.0,3.0,14,0,Normal
192.168.1.24,203.0.113.36,58292,443,TCP,669,19,1.1302,A,8.0,1.0,11,0,Normal
203.0.113.41,192.168.1.15,39072,80,TCP,3165,5,1.0784,PA,6.0,1.0,27,1,SQL Injection
192.168.1.75,203.0.113.38,3008,80,TCP,463,10,1.2569,A,4.0,4.0,2,0,Normal
192.168.1.76,203.0.113.39,58292,80,TCP,204,28,6.8869,A,4.0,5.0,5,0,Normal
203.0.113.195,192.168.1.20,29015,3389,TCP,172,21,2.9197,PA,90.0,1.0,86,1,Brute Force
192.168.1.71,203.0.113.40,1655,443,TCP,1200,12,4.3536,A,6.0,1.0,10,0,Normal
192.168.1.90,203.0.113.44,12921,8080,TCP,975,6,6.9182,A,7.0,3.0,6,0,Normal
192.168.1.60,203.0.113.42,61748,443,TCP,527,13,4.8315,A,9.0,1.0,3,0,Normal
192.168.1.100,45.227.254.3,34570,443,TCP,1395,192,32.311,A,4.0,1.0,92,1,Malware
192.168.1.10,203.0.113.25,49671,443,UDP,396,15,5.929,,7.0,5.0,2,0,Normal
192.168.1.64,203.0.113.39,21365,443,UDP,493,10,8.1382,,3.0,5.0,8,0,Normal
203.0.113.195,192.168.1.20,59263,22,TCP,135,29,3.758,PA,44.0,1.0,81,1,Brute Force
203.0.113.19,192.168.1.15,35906,80,TCP,2758,13,2.5817,PA,7.0,1.0,32,1,SQL Injection
192.168.1.52,203.0.113.29,23331,80,TCP,258,8,7.0457,A,9.0,5.0,13,0,Normal
192.168.1.56,203.0.113.21,44511,80,TCP,658,19,9.047,A,3.0,3.0,12,0,Normal
203.0.113.195,192.168.1.20,19173,3389,TCP,222,28,2.7522,PA,101.0,1.0,91,1,Brute Force
192.0.2.89,192.168.1.10,55018,8493,TCP,64,3,0.012,S,353.0,53.0,55,1,Port Scan
192.168.1.48,203.0.113.31,10425,80,TCP,967,5,7.4545,A,8.0,5.0,2,0,Normal
192.0.2.89,192.168.1.10,54763,1343,TCP,64,2,0.0024,S,218.0,98.0,68,1,Port Scan
192.168.1.31,203.0.113.8,35700,8080,TCP,601,12,9.2552,A,2.0,3.0,6,0,Normal
192.168.1.84,203.0.113.18,28906,443,UDP,391,18,5.2355,,7.0,5.0,3,0,Normal
192.168.1.62,203.0.113.16,6463,80,UDP,509,8,6.3856,,4.0,5.0,10,0,Normal
192.168.1.36,203.0.113.13,50306,80,TCP,1162,16,1.1496,A,2.0,5.0,7,0,Normal
203.0.113.30,192.168.1.15,40984,80,TCP,4328,5,2.1417,PA,8.0,1.0,40,1,SQL Injection
192.168.1.71,203.0.113.25,56317,80,UDP,1237,26,6.3064,,3.0,1.0,14,0,Normal
192.168.1.39,203.0.113.32,31695,53,TCP,160,21,3.7104,A,3.0,5.0,13,0,Normal
192.168.1.45,203.0.113.24,61619,80,TCP,1262,16,2.0852,A,6.0,1.0,10,0,Normal
192.168.1.96,203.0.113.18,49816,80,TCP,1166,19,7.5111,A,8.0,1.0,10,0,Normal
192.168.1.27,203.0.113.8,13813,443,TCP,1442,7,3.9517,A,2.0,1.0,7,0,Normal
192.168.1.100,45.227.254.3,52618,443,TCP,1268,207,40.5475,A,3.0,1.0,90,1,Malware
203.0.113.195,192.168.1.50,8971,80,TCP,76,4882,1.2978,S,934.0,1.0,88,1,DDoS
192.168.1.83,203.0.113.47,3823,22,UDP,735,12,0.6194,,3.0,3.0,6,0,Normal
192.168.1.66,203.0.113.10,47858,443,TCP,487,17,4.0106,A,6.0,5.0,15,0,Normal
192.168.1.77,203.0.113.29,14500,8080,TCP,887,15,1.4072,A,8.0,1.0,6,0,Normal
192.168.1.40,203.0.113.88,46257,80,TCP,380,8,0.5146,PA,11.0,1.0,61,1,Phishing
192.0.2.89,192.168.1.245,47181,598,UDP,64,2,0.0336,,21.0,31.0,64,1,Reconnaissance
192.168.1.12,203.0.113.14,54790,8080,TCP,554,15,5.852,A,10.0,2.0,11,0,Normal
192.168.1.26,203.0.113.48,23746,80,TCP,300,28,1.0216,A,5.0,2.0,12,0,Normal
192.168.1.90,203.0.113.3,63710,443,TCP,1320,24,0.4354,A,3.0,5.0,7,0,Normal
192.168.1.99,203.0.113.31,31926,80,TCP,436,18,4.5748,A,3.0,5.0,13,0,Normal
192.168.1.34,203.0.113.38,51205,53,TCP,838,23,4.1045,A,6.0,2.0,9,0,Normal
192.168.1.35,203.0.113.37,12629,443,UDP,232,19,3.7833,,5.0,3.0,2,0,Normal
198.51.100.42,192.168.1.50,54566,80,TCP,90,3148,0.5687,S,850.0,1.0,94,1,DDoS
192.168.1.36,203.0.113.30,27867,80,TCP,607,29,0.4381,A,6.0,1.0,1,0,Normal
198.51.100.42,192.168.1.50,13404,80,TCP,97,567,0.2998,S,629.0,1.0,91,1,DDoS
192.168.1.65,203.0.113.23,28694,443,TCP,1106,7,8.7249,A,5.0,3.0,8,0,Normal
192.168.1.37,203.0.113.14,30730,80,TCP,1147,6,7.5522,A,4.0,5.0,10,0,Normal
203.0.113.195,192.168.1.50,53075,80,TCP,115,4557,0.4642,S,974.0,1.0,85,1,DDoS
192.168.1.70,203.0.113.28,38357,80,UDP,418,8,5.0615,,5.0,5.0,14,0,Normal
192.168.1.72,203.0.113.27,51176,443,TCP,719,11,7.5464,A,6.0,1.0,7,0,Normal
192.0.2.89,192.168.1.10,55494,2020,TCP,64,2,0.0273,S,150.0,51.0,70,1,Port Scan
192.168.1.30,203.0.113.19,64452,443,TCP,1196,16,9.599,A,2.0,1.0,12,0,Normal
192.168.1.99,198.51.100.42,56018,8080,TCP,251,5,1.0574,PA,43.0,1.0,91,1,Botnet
192.168.1.74,203.0.113.38,34267,443,TCP,484,18,5.4883,A,8.0,3.0,7,0,Normal
192.0.2.89,192.168.1.25,49015,0,ICMP,32,1,0.0362,,87.0,10.0,47,1,Reconnaissance
192.168.1.77,203.0.113.44,62764,80,TCP,459,14,5.1314,A,7.0,1.0,5,0,Normal
203.0.113.195,192.168.1.20,36737,22,TCP,195,39,1.2713,PA,138.0,1.0,85,1,Brute Force
203.0.113.4,192.168.1.15,57539,80,TCP,3691,12,0.8349,PA,4.0,1.0,34,1,SQL Injection
192.168.1.99,198.51.100.42,19341,8080,TCP,244,4,0.5087,PA,27.0,1.0,95,1,Botnet
192.168.1.36,203.0.113.15,52193,80,TCP,1192,10,6.436,A,1.0,5.0,15,0,Normal
192.168.1.43,203.0.113.88,47855,80,TCP,438,13,0.2366,PA,10.0,1.0,75,1,Phishing
192.168.1.14,203.0.113.48,10921,443,ICMP,862,26,9.8298,,10.0,4.0,6,0,Normal
192.168.1.22,203.0.113.9,13038,80,TCP,828,8,0.7905,A,8.0,3.0,4,0,Normal
192.0.2.89,192.168.1.137,13182,106,UDP,64,1,0.0104,,58.0,43.0,67,1,Reconnaissance
203.0.113.49,192.168.1.15,7526,80,TCP,3435,13,1.6216,PA,7.0,1.0,15,1,SQL Injection
192.168.1.76,203.0.113.33,4699,80,ICMP,135,7,0.3277,,6.0,2.0,12,0,Normal
203.0.113.17,192.168.1.15,59564,80,TCP,3476,8,2.8961,PA,6.0,1.0,10,1,SQL Injection
192.168.1.97,203.0.113.29,1677,443,TCP,1016,13,4.7632,A,6.0,1.0,1,0,Normal
192.0.2.89,192.168.1.56,7301,0,ICMP,32,2,0.0054,,14.0,38.0,50,1,Reconnaissance
192.168.1.99,198.51.100.42,11525,8080,TCP,230,9,0.998,PA,14.0,1.0,100,1,Botnet
192.168.1.49,203.0.113.21,26573,443,TCP,355,18,1.8645,A,1.0,3.0,10,0,Normal
192.0.2.89,192.168.1.10,58049,9331,TCP,64,1,0.0552,S,85.0,80.0,76,1,Port Scan
198.51.100.42,192.168.1.50,1436,80,TCP,102,2347,0.5104,S,334.0,1.0,90,1,DDoS
192.168.1.48,203.0.113.23,24652,80,UDP,254,7,6.483,,1.0,2.0,10,0,Normal
192.168.1.83,203.0.113.39,12891,443,UDP,1267,9,2.7061,,2.0,2.0,0,0,Normal
192.0.2.89,192.168.1.10,39253,6158,TCP,64,3,0.0032,S,395.0,61.0,63,1,Port Scan
192.168.1.26,203.0.113.38,43068,443,TCP,787,23,3.1649,A,4.0,2.0,15,0,Normal
192.168.1.93,203.0.113.15,27826,443,TCP,1398,5,4.6615,A,5.0,5.0,0,0,Normal
203.0.113.195,192.168.1.20,64627,3389,TCP,225,13,1.1482,PA,43.0,1.0,83,1,Brute Force
192.168.1.100,45.227.254.3,38705,443,TCP,1420,137,34.7271,A,4.0,1.0,97,1,Malware
192.0.2.89,192.168.1.10,47103,9110,TCP,64,2,0.0793,S,313.0,93.0,63,1,Port Scan
203.0.113.195,192.168.1.20,9340,3389,TCP,244,19,2.0353,PA,95.0,1.0,87,1,Brute Force
192.0.2.89,192.168.1.10,29749,9370,TCP,64,1,0.0496,S,367.0,86.0,54,1,Port Scan
192.168.1.53,203.0.113.25,6643,443,TCP,679,16,0.4457,A,7.0,5.0,6,0,Normal
192.168.1.90,203.0.113.34,26782,22,TCP,1344,22,1.2873,A,4.0,3.0,7,0,Normal
203.0.113.195,192.168.1.20,19282,22,TCP,168,26,1.4691,PA,103.0,1.0,93,1,Brute Force
192.168.1.93,203.0.113.4,21901,8080,UDP,948,11,1.883,,1.0,2.0,2,0,Normal
192.168.1.97,203.0.113.15,11935,443,TCP,1070,9,6.8663,A,3.0,1.0,11,0,Normal
192.168.1.30,203.0.113.13,60180,443,TCP,67,13,8.7877,A,4.0,1.0,1,0,Normal
192.168.1.35,203.0.113.11,2375,443,UDP,1187,3,5.1948,,4.0,3.0,12,0,Normal
192.168.1.53,203.0.113.42,30740,443,ICMP,1279,10,1.1212,,1.0,1.0,2,0,Normal
192.168.1.99,198.51.100.42,8974,8080,TCP,245,7,1.5306,PA,50.0,1.0,92,1,Botnet
192.168.1.30,203.0.113.11,54789,53,TCP,348,10,6.8583,A,4.0,4.0,14,0,Normal
192.168.1.68,203.0.113.27,49521,53,UDP,1329,25,0.4568,,1.0,5.0,10,0,Normal
192.168.1.70,203.0.113.38,20698,80,TCP,232,20,9.4286,A,9.0,4.0,15,0,Normal
192.168.1.22,203.0.113.42,17933,8080,TCP,565,15,0.4159,A,1.0,5.0,8,0,Normal
192.168.1.64,203.0.113.24,45870,22,TCP,574,10,4.3513,A,2.0,2.0,14,0,Normal
192.168.1.33,203.0.113.7,6429,22,UDP,1135,6,8.825,,6.0,1.0,11,0,Normal
192.168.1.99,203.0.113.42,46525,443,TCP,739,11,5.0175,A,10.0,3.0,4,0,Normal
192.168.1.99,198.51.100.42,64776,8080,TCP,182,5,1.549,PA,27.0,1.0,96,1,Botnet
192.168.1.29,203.0.113.39,27966,443,TCP,978,3,3.2233,A,10.0,5.0,8,0,Normal
192.168.1.95,203.0.113.18,19595,443,TCP,623,21,8.6337,A,7.0,4.0,4,0,Normal
192.168.1.99,198.51.100.42,47955,8080,TCP,135,10,1.442,PA,44.0,1.0,91,1,Botnet
203.0.113.195,192.168.1.20,46159,22,TCP,201,29,4.8726,PA,49.0,1.0,92,1,Brute Force
192.168.1.100,185.156.177.5,10247,443,TCP,1366,402,54.7659,A,4.0,1.0,88,1,Malware
203.0.113.10,192.168.1.15,52775,80,TCP,3210,8,2.9894,PA,2.0,1.0,10,1,SQL Injection
192.168.1.34,203.0.113.4,20334,22,TCP,390,5,6.2014,A,9.0,2.0,10,0,Normal
203.0.113.195,192.168.1.20,8048,3389,TCP,132,21,2.1475,PA,140.0,1.0,92,1,Brute Force
192.168.1.81,203.0.113.31,8522,80,TCP,188,4,4.6518,A,3.0,2.0,1,0,Normal
192.168.1.37,203.0.113.23,18358,443,TCP,900,16,0.2451,A,2.0,2.0,7,0,Normal
192.168.1.13,203.0.113.39,35258,443,TCP,1002,7,0.8758,A,2.0,2.0,6,0,Normal
192.168.1.22,203.0.113.48,65485,8080,TCP,1226,7,7.3527,A,7.0,1.0,11,0,Normal
192.168.1.59,203.0.113.30,6894,8080,ICMP,124,7,6.5521,,5.0,5.0,11,0,Normal
192.168.1.76,203.0.113.5,1779,22,TCP,943,18,4.3579,A,6.0,2.0,8,0,Normal
192.168.1.99,198.51.100.42,21474,8080,TCP,207,7,1.9764,PA,50.0,1.0,94,1,Botnet
192.0.2.89,192.168.1.128,26112,420,UDP,64,2,0.0251,,29.0,26.0,55,1,Reconnaissance
203.0.113.195,192.168.1.20,23943,22,TCP,209,15,4.0274,PA,125.0,1.0,84,1,Brute Force
192.168.1.91,203.0.113.16,55160,443,TCP,1432,17,9.5276,A,7.0,4.0,0,0,Normal
203.0.113.195,192.168.1.20,34407,3389,TCP,167,40,4.4237,PA,65.0,1.0,82,1,Brute Force
192.168.1.40,203.0.113.33,63702,443,TCP,969,22,8.8399,A,7.0,5.0,14,0,Normal
192.168.1.36,203.0.113.38,34489,443,UDP,616,30,7.9032,,5.0,4.0,14,0,Normal
192.168.1.96,203.0.113.2,55410,22,TCP,1420,5,1.6048,A,1.0,2.0,11,0,Normal
192.168.1.52,203.0.113.43,2009,443,TCP,909,4,9.7499,A,2.0,5.0,9,0,Normal
192.168.1.90,203.0.113.48,33831,443,TCP,1053,21,9.9343,A,3.0,2.0,7,0,Normal
192.168.1.99,198.51.100.42,21550,8080,TCP,207,9,1.7695,PA,34.0,1.0,98,1,Botnet
192.168.1.55,203.0.113.46,11009,443,UDP,372,6,0.8779,,7.0,3.0,11,0,Normal
203.0.113.195,192.168.1.20,11747,3389,TCP,198,31,4.2041,PA,112.0,1.0,82,1,Brute Force
192.168.1.60,203.0.113.49,51251,80,TCP,271,6,6.7091,A,10.0,4.0,6,0,Normal
192.168.1.16,203.0.113.33,36852,8080,TCP,228,20,5.3167,A,8.0,2.0,0,0,Normal
192.0.2.89,192.168.1.222,57199,0,ICMP,32,1,0.0365,,77.0,43.0,57,1,Reconnaissance
192.168.1.82,203.0.113.13,39473,80,UDP,923,28,5.373,,7.0,4.0,8,0,Normal
192.0.2.89,192.168.1.10,57789,2978,TCP,64,1,0.0169,S,499.0,73.0,59,1,Port Scan
192.168.1.30,203.0.113.10,13873,443,TCP,635,24,0.8318,A,3.0,2.0,0,0,Normal
192.168.1.60,203.0.113.42,8787,443,UDP,886,25,0.5191,,10.0,5.0,13,0,Normal
203.0.113.195,192.168.1.20,1298,3389,TCP,142,11,1.8105,PA,37.0,1.0,86,1,Brute Force
203.0.113.1,192.168.1.15,7907,80,TCP,2166,6,2.519,PA,2.0,1.0,40,1,SQL Injection
192.168.1.43,203.0.113.36,1889,443,TCP,673,9,9.1906,A,8.0,1.0,7,0,Normal
203.0.113.195,192.168.1.20,8032,3389,TCP,234,34,1.1823,PA,125.0,1.0,83,1,Brute Force
192.168.1.54,203.0.113.10,58998,8080,UDP,858,23,8.8422,,3.0,3.0,1,0,Normal
192.168.1.84,203.0.113.6,48325,443,UDP,593,19,0.9942,,5.0,4.0,10,0,Normal
203.0.113.195,192.168.1.20,57865,3389,TCP,185,20,2.3508,PA,51.0,1.0,83,1,Brute Force
192.168.1.65,203.0.113.34,2507,443,ICMP,404,18,5.5855,,8.0,5.0,0,0,Normal
198.51.100.42,192.168.1.50,31935,80,TCP,117,1417,0.2481,S,228.0,1.0,88,1,DDoS
192.0.2.89,192.168.1.10,52089,9761,TCP,64,3,0.0637,S,246.0,66.0,65,1,Port Scan
198.51.100.42,192.168.1.50,33163,80,TCP,121,830,1.3296,S,773.0,1.0,88,1,DDoS
192.168.1.81,203.0.113.17,59984,8080,TCP,436,3,7.9847,A,9.0,1.0,11,0,Normal
192.0.2.89,192.168.1.10,52429,2781,TCP,64,3,0.0264,S,494.0,68.0,56,1,Port Scan
192.168.1.37,203.0.113.15,53348,80,UDP,340,27,2.1407,,7.0,2.0,5,0,Normal
192.168.1.19,203.0.113.33,64612,22,UDP,312,29,3.9131,,1.0,4.0,12,0,Normal
192.168.1.25,203.0.113.88,37166,80,TCP,549,12,1.0874,PA,3.0,1.0,73,1,Phishing
203.0.113.39,192.168.1.15,41639,80,TCP,2024,10,2.3395,PA,8.0,1.0,23,1,SQL Injection
203.0.113.44,192.168.1.15,59655,80,TCP,2609,8,1.4099,PA,8.0,1.0,30,1,SQL Injection
192.168.1.17,203.0.113.4,35278,443,TCP,592,27,8.929,A,3.0,3.0,6,0,Normal
203.0.113.195,192.168.1.20,47083,22,TCP,202,19,3.0136,PA,58.0,1.0,80,1,Brute Force
192.168.1.99,198.51.100.42,1693,8080,TCP,158,6,0.189,PA,16.0,1.0,95,1,Botnet
192.168.1.58,203.0.113.22,60766,80,TCP,836,5,4.7679,A,6.0,5.0,12,0,Normal
198.51.100.42,192.168.1.50,46786,80,TCP,103,2406,0.8699,S,295.0,1.0,85,1,DDoS
192.168.1.49,203.0.113.33,22379,8080,UDP,306,3,8.8058,,5.0,4.0,13,0,Normal
192.168.1.90,203.0.113.23,18035,8080,TCP,382,27,4.9109,A,10.0,4.0,3,0,Normal
203.0.113.30,192.168.1.15,21999,80,TCP,2112,13,2.7646,PA,5.0,1.0,20,1,SQL Injection
203.0.113.195,192.168.1.50,53923,80,TCP,76,4650,0.5779,S,465.0,1.0,89,1,DDoS
192.168.1.47,203.0.113.15,25690,443,TCP,1373,30,0.4657,A,10.0,4.0,5,0,Normal
192.168.1.76,203.0.113.17,15906,443,TCP,849,26,0.1984,A,5.0,3.0,13,0,Normal
192.168.1.90,203.0.113.25,50725,80,TCP,821,26,7.7193,A,7.0,4.0,14,0,Normal
192.168.1.63,203.0.113.25,10287,8080,TCP,797,4,0.6559,A,2.0,1.0,14,0,Normal
192.168.1.47,203.0.113.17,14365,443,ICMP,1088,4,4.6438,,6.0,4.0,8,0,Normal
192.0.2.89,192.168.1.10,50483,3548,TCP,64,1,0.0492,S,207.0,64.0,66,1,Port Scan
192.168.1.99,198.51.100.42,2069,8080,TCP,183,8,1.4408,PA,21.0,1.0,96,1,Botnet
192.168.1.72,203.0.113.3,4288,80,TCP,1216,8,1.7359,A,5.0,4.0,12,0,Normal
192.0.2.89,192.168.1.10,65332,7352,TCP,64,2,0.0434,S,119.0,50.0,64,1,Port Scan
192.168.1.64,203.0.113.44,43799,8080,TCP,1463,15,2.0767,A,8.0,1.0,6,0,Normal
192.0.2.89,192.168.1.92,62829,0,ICMP,32,1,0.0117,,77.0,37.0,72,1,Reconnaissance
192.168.1.75,203.0.113.49,55805,443,TCP,1307,18,0.5307,A,1.0,3.0,12,0,Normal
192.168.1.30,203.0.113.31,39776,80,UDP,542,24,1.7719,,6.0,3.0,7,0,Normal
192.168.1.99,198.51.100.42,18044,8080,TCP,151,7,1.1976,PA,15.0,1.0,95,1,Botnet
198.51.100.42,192.168.1.50,40095,80,TCP,105,2071,0.6761,S,259.0,1.0,100,1,DDoS
192.0.2.89,192.168.1.10,33804,2602,TCP,64,2,0.0852,S,350.0,95.0,77,1,Port Scan
192.0.2.89,192.168.1.10,2834,6594,TCP,64,3,0.0839,S,283.0,96.0,56,1,Port Scan
192.168.1.26,203.0.113.27,12837,22,TCP,424,4,1.7627,A,3.0,4.0,3,0,Normal
203.0.113.195,192.168.1.50,7998,80,TCP,126,1488,0.2493,S,368.0,1.0,86,1,DDoS
192.168.1.53,203.0.113.34,52105,443,TCP,386,12,6.1717,A,9.0,3.0,3,0,Normal
203.0.113.22,192.168.1.15,19960,80,TCP,2519,10,2.85,PA,8.0,1.0,23,1,SQL Injection
192.168.1.99,198.51.100.42,63634,8080,TCP,291,5,0.8851,PA,46.0,1.0,98,1,Botnet
192.168.1.32,203.0.113.15,1935,443,TCP,609,6,1.852,A,7.0,3.0,15,0,Normal
203.0.113.23,192.168.1.15,55341,80,TCP,1879,12,2.804,PA,8.0,1.0,12,1,SQL Injection
192.168.1.96,203.0.113.18,27242,443,UDP,976,9,8.8721,,1.0,3.0,0,0,Normal
203.0.113.195,192.168.1.50,62717,80,TCP,87,4258,0.4553,S,486.0,1.0,97,1,DDoS
192.168.1.48,203.0.113.88,38875,80,TCP,421,12,1.4726,PA,10.0,1.0,60,1,Phishing
192.168.1.96,203.0.113.19,36408,443,ICMP,1216,10,0.3348,,7.0,3.0,8,0,Normal
192.168.1.68,203.0.113.88,5012,80,TCP,557,6,0.9847,PA,11.0,1.0,67,1,Phishing
192.0.2.89,192.168.1.10,9361,2623,TCP,64,3,0.0127,S,248.0,64.0,61,1,Port Scan
192.168.1.40,203.0.113.2,43767,8080,TCP,675,4,9.7497,A,10.0,4.0,1,0,Normal
203.0.113.195,192.168.1.20,9244,3389,TCP,171,36,2.8145,PA,51.0,1.0,89,1,Brute Force
192.168.1.18,203.0.113.8,24348,443,TCP,1268,9,4.8976,A,10.0,5.0,11,0,Normal
192.168.1.72,203.0.113.40,2557,22,TCP,65,17,5.0616,A,9.0,4.0,9,0,Normal
192.168.1.57,203.0.113.88,54505,80,TCP,222,7,0.9093,PA,12.0,1.0,63,1,Phishing
192.168.1.100,45.227.254.3,38054,443,TCP,1353,240,53.5164,A,2.0,1.0,94,1,Malware
203.0.113.195,192.168.1.50,3158,80,TCP,84,1920,0.5879,S,397.0,1.0,92,1,DDoS
192.168.1.37,203.0.113.36,14543,443,TCP,77,8,9.5745,A,4.0,3.0,2,0,Normal
192.168.1.34,203.0.113.88,3693,80,TCP,516,6,1.3502,PA,5.0,1.0,70,1,Phishing
192.0.2.89,192.168.1.10,19615,3411,TCP,64,3,0.0202,S,447.0,65.0,56,1,Port Scan
192.0.2.89,192.168.1.10,58377,2167,TCP,64,1,0.0814,S,63.0,72.0,68,1,Port Scan
192.168.1.45,203.0.113.15,49954,80,TCP,1166,26,9.9982,A,4.0,1.0,4,0,Normal
192.168.1.48,203.0.113.5,55527,80,TCP,615,28,7.5291,A,2.0,2.0,1,0,Normal
192.168.1.72,203.0.113.12,30143,80,TCP,746,27,7.5161,A,7.0,3.0,4,0,Normal
192.168.1.58,203.0.113.18,63373,80,TCP,305,4,1.435,A,8.0,4.0,6,0,Normal
192.168.1.98,203.0.113.24,5955,443,ICMP,1005,18,3.0968,,6.0,3.0,5,0,Normal
192.168.1.46,203.0.113.33,5320,22,TCP,850,3,1.8307,A,5.0,1.0,6,0,Normal
192.168.1.80,203.0.113.21,60116,443,UDP,764,17,6.2251,,2.0,5.0,4,0,Normal
203.0.113.44,192.168.1.15,12873,80,TCP,2750,10,2.3064,PA,3.0,1.0,40,1,SQL Injection
192.168.1.75,203.0.113.12,28781,80,TCP,625,30,4.7398,A,3.0,5.0,12,0,Normal
203.0.113.195,192.168.1.50,17530,80,TCP,121,1486,1.2321,S,434.0,1.0,85,1,DDoS
203.0.113.195,192.168.1.50,1319,80,TCP,98,1625,0.1855,S,370.0,1.0,88,1,DDoS
192.0.2.89,192.168.1.10,5139,5207,TCP,64,1,0.0278,S,418.0,99.0,54,1,Port Scan
198.51.100.42,192.168.1.50,7601,80,TCP,123,4474,0.9928,S,467.0,1.0,99,1,DDoS
192.0.2.89,192.168.1.129,40703,0,ICMP,32,1,0.0357,,42.0,50.0,60,1,Reconnaissance
192.0.2.89,192.168.1.10,46926,8072,TCP,64,1,0.0437,S,374.0,74.0,76,1,Port Scan
192.168.1.68,203.0.113.29,38679,443,UDP,491,9,8.8075,,3.0,5.0,13,0,Normal
203.0.113.195,192.168.1.20,24242,22,TCP,202,24,4.8401,PA,65.0,1.0,81,1,Brute Force
192.168.1.59,203.0.113.39,58919,80,TCP,747,19,6.369,A,6.0,5.0,6,0,Normal
203.0.113.195,192.168.1.20,55388,3389,TCP,231,14,4.1541,PA,32.0,1.0,88,1,Brute Force
198.51.100.42,192.168.1.50,27100,80,TCP,104,2275,1.132,S,282.0,1.0,97,1,DDoS
192.168.1.65,203.0.113.20,12084,80,TCP,389,20,1.7344,A,6.0,1.0,3,0,Normal
192.0.2.89,192.168.1.142,35973,843,UDP,64,1,0.0299,,42.0,21.0,40,1,Reconnaissance
203.0.113.195,192.168.1.20,6964,3389,TCP,172,19,3.3761,PA,130.0,1.0,80,1,Brute Force
192.168.1.100,185.156.177.5,40705,443,TCP,1409,118,26.9176,A,3.0,1.0,99,1,Malware
203.0.113.11,192.168.1.15,55487,80,TCP,2073,7,1.693,PA,4.0,1.0,30,1,SQL Injection
192.168.1.64,203.0.113.4,3602,8080,TCP,538,3,6.1491,A,1.0,1.0,7,0,Normal
203.0.113.31,192.168.1.15,17120,80,TCP,3699,9,0.7341,PA,6.0,1.0,17,1,SQL Injection
192.168.1.100,185.156.177.5,26079,443,TCP,1448,286,41.2492,A,3.0,1.0,91,1,Malware
192.168.1.83,203.0.113.27,19438,443,TCP,291,15,9.2355,A,7.0,1.0,15,0,Normal
192.168.1.54,203.0.113.15,64962,443,TCP,329,16,3.9153,A,4.0,5.0,11,0,Normal
192.168.1.41,203.0.113.6,1700,443,UDP,1236,3,3.2624,,8.0,2.0,6,0,Normal
192.168.1.34,203.0.113.13,18808,443,TCP,248,16,4.4525,A,7.0,2.0,7,0,Normal
198.51.100.42,192.168.1.50,45149,80,TCP,97,601,0.4964,S,295.0,1.0,98,1,DDoS
192.168.1.51,203.0.113.11,20663,443,ICMP,473,7,7.157,,7.0,3.0,8,0,Normal
203.0.113.195,192.168.1.50,60001,80,TCP,124,4300,1.0219,S,597.0,1.0,96,1,DDoS
192.168.1.37,203.0.113.14,32259,53,TCP,128,16,4.2257,A,4.0,3.0,9,0,Normal
192.0.2.89,192.168.1.10,12824,5371,TCP,64,2,0.0109,S,331.0,78.0,50,1,Port Scan
192.168.1.81,203.0.113.19,6695,22,ICMP,1076,29,6.201,,10.0,2.0,5,0,Normal
192.168.1.22,203.0.113.27,20670,443,TCP,438,25,0.4214,A,3.0,3.0,7,0,Normal
203.0.113.195,192.168.1.50,30206,80,TCP,98,2294,0.5835,S,999.0,1.0,95,1,DDoS
203.0.113.195,192.168.1.20,53199,3389,TCP,130,28,1.662,PA,141.0,1.0,89,1,Brute Force
192.168.1.60,203.0.113.42,51664,80,TCP,821,20,7.4561,A,7.0,2.0,13,0,Normal
192.168.1.91,203.0.113.7,37685,443,TCP,148,21,2.8159,A,8.0,2.0,6,0,Normal
192.168.1.99,198.51.100.42,34822,8080,TCP,228,5,1.7614,PA,50.0,1.0,95,1,Botnet
192.168.1.13,203.0.113.42,32593,443,TCP,612,26,1.7521,A,7.0,3.0,7,0,Normal
